   [paribhāṣā]	[pariBAzA]
   api etat anuktam api buddhi-matā @jñāyate//	api etat anuktam api budDi-matA @jQAyate//
   viṣama-%catur-bhuja-phala-ānayanāya	vizama-%-catur-Buja--Pala--AnayanAya
   karaṇa-sūtram vṛtta-%ardham/	karaNa-sUtram vRtta--%arDam/
   Lil_183/ %tri-asre tu karṇa-ubhayatas sthite ye tayos phala-aikyam phalam	Lit-_183/ %tri-asre tu karNa--uBayatas sTite ye tayoH Pala--Ekyam Palam
   atra nūnam//	atra nUnam//
   Lil_183p/ anantara-ukta-kṣetra-antar-%tri-asrayos phale 924/ 2310 [/]	Lit-_183p/ anantara--ukta-kzetra-antar-%-tri-asrayoH Pale 924/ 2310 [/]
   anayos aikyam 3234 tasya phalam// samāna-lambasya ābādhā-ādi-jñānāya	anayoH Ekyam 3234 tasya Palam-// samAna--lambasya AbADA-a-Adi-jQAnAya
   karaṇa-sūtram vṛtta-%dvayam/	karaNa-sUtram vRtta-%-dvayam/
   Lil_184a/ samāna-lambasya %catur-bhujasya mukha-ūna-bhūmim @parikalpya	Lit-_184a/ samAna--lambasya %catur-Bujasya muKa--Una--BUmim @parikalpya
   bhūmim/	BUmim/
   Lil_184c/ bhujau bhujau %tri-asra-vat eva sādhye tasya abadhe lamba-mitis	Lit-_184c/ BujO BujO %tri-asra-vat eva sADye tasya abaDe lamba-m-itis
   tatas ca//	tatas ca//
   Lil_185a/ ābādhayā ūnā %catur-asra-bhūmis tad-lamba-varga-aikya-padam	Lit-_185a/ AbADayA UnA %catur-asra-BUmiH tad--lamba--varga-Ekya-padam
   śrutis @syāt/	SrutiH @syAt/
   Lil_185c/ samāna-lambe laghu-dos-ku-yogāt mukha-anya-dos-saṃyutis alpikā	Lit-_185c/ samAna--lambe laGu-dos-ku-yogAt muKa-anya-dos--saMyutiH alpikA
   @syāt//	@syAt//
   Lil_185p/ udāharaṇam/	Lit-_185p/ udAharaNam/
   Lil_186a/ %dvipañcāśat-mita-vi-%eka-%catvāriṃśat-mitau bhujau/	Lit-_186a/ %dvipaQcASat-mita-vi-%eka--%catvAriMSat-mitO BujO/
   Lil_186c/ mukham tu %pañcaviṃśatyā tulyam %ṣaṣṭyā mahī kila//	Lit-_186c/ muKam tu %paQcaviMSatyA tulyam %zazwyA mahI kila//
   Lil_187a/ atulya-lambakam kṣetram idam pūrvais udāhṛtam/	Lit-_187a/ atulya--lambakam kzetram idam pUrvEH udAhRtam/
   Lil_187c/ %ṣaṭpañcāśat %triṣaṣṭis ca niyate karṇayos mitī/	Lit-_187c/ %zawpaQcASat %trizazwiH ca niyate karNayoH mitI/
   Lil_187e/ karṇau tatra aparau @brūhi sama-lambam ca tad-śrutī//	Lit-_187e/ karNO tatra aparO @brUhi sama-lambam ca tad--SrutI//
   Lil_187p/ nyāsas/ [fig.13] atra bṛhat-karṇam %triṣaṣṭi-mitam @prakalpya	Lit-_187p/ nyAsas/ [fig.13] atra bRhat-karNam %trizazwi-mitam @prakalpya
   jñātas [ed.jātas] prāk-vat anya-karṇas 56// atha %ṣaṭpañcāśat-sthāne	jQAtaH [ed.-jAtas] prAk---vat anya-karNaH 56// aTa %zawpaQcASat--sTAne
   %dvātriṃśat-mitam karṇam 32 @prakalpya prāk-vat sādhyamāne karṇe nyāsas/	%dvAtriMSat--mitam karNam 32 @prakalpya prAk--vat sADyamAne karNe nyAsas/
   [fig.14] jātam karaṇī-khaṇḍa-%dvayam 621/ 2700/ anayos mūlayos 24_23_25/	[fig.14] jAtam karaNI-KaNxa-%-dvayam 621/ 2700/ anayoH mUlayoH 24_23_25/
   51_24_25/ aikyam %dvitīyas karṇas 76_22_25// atha tat eva kṣetram	51_24_25/ Ekyam %dvitIyaH karNaH 76_22_25// aTa tat eva kzetram
   ced sama-lambam[/] [fig.15] mukha-ūna-bhūmim @prakalpya bhūmim iti	ced sama-lambam[/] [fig.15] muKa--Una--BUmim @prakalpya BUmim iti
   jñāna-artham %tri-asram kalpitam/ nyāsas/ [fig.16] atra ābādhe jāte 3_5/	jQAna--arTam %tri--asram kalpitam/ nyAsas/ [fig.16] atra AbADe jAte 3_5/
   172_5/ lambas ca karaṇī-gatas jātas 38016_25[/] āsanna-mūla-karaṇena jātas	172_5/ lambaH ca karaNI--gataH jAtaH 38016_25[/] Asanna--mUla-karaNena jAta-s
   38_622_625/ ayam tatra %catur-bhuje sama-lambas[/]	38_622_625/ ayam tatra %catur-Buje sama-lamba-s[/]
   laghu-ābādhā-ūnita-bhūmes sama-lambasya ca varga-yogas 5049[/] ayam	laGu--AbADa-a-Unita--BUmeH sama-lambasya ca varga-yogaH 5049[/] ayam
   karṇa-vargas/ evam bṛhat-ābādhātas	karNa--vargas/ evam bRhat-AbADAtas
   %dvitīya-karṇa-vargas 2176/ anayos āsanna-mūla-karaṇena jātau karṇau	%dvitIya-karNa-vargaH 2176/ anayoH Asanna--mUla-karaNena jAtO karNO
   71_1_20[/] 46_13_20[/] evam %catur-asre teṣu eva bāhuṣu anyau karṇau	71_1_20[/] 46_13_20[/] evam %catur-asre tezu eva bAhuzu anyO karNO
   bahudhā @bhavatas// evam aniyatatve api niyatau eva karṇau ānītau	bahuDA @Bavatas// evam aniyata-tve api niyatO eva karNO AnItO
   brahmagupta-ādyais tad-ānayanam yathā/	brahmagupta-AdyEH tat--Anayanam yaTA/
   Lil_188a/ karṇa-āśrita-bhuja-ghāta-aikyam ubhayathā anyonya-bhājitam	Lit-_188a/ karNa--ASrita--Buja-GAta--Ekyam uBayaTA anyonya--BAjitam
   @guṇayet/	@guNayet/
   Lil_188c/ yogena bhuja-pratibhuja-vadhayos karṇau pade viṣame//	Lit-_188c/ yogena Buja--pratiBuja--vaDayoH karNO pade vizame//
   Lil_188p/ nyāsas/ karṇa-āśrita-bhuja-ghāta-ity %eka-vāram anayos 25/ 39	Lit-_188p/ nyAsas/ karNa--ASrita--Buja-GAta-iti %eka--vAram anayoH 25/ 39
   ghātas 975/ tathā 52/ 60 anayos ghātas 3120/ ghātayos %dvayos aikyam 4095/	GAtaH 975/ taTA 52/ 60 anayoH GAtaH 3120/ GAtayoH %dvayoH Ekyam 4095/
   tathā %dvtīya-vāram 25/ 52/ anayos ghāte jātam 1300/ tathā %dvitīya-vāram	taTA %dvtIya-vAram 25/ 52/ anayoH GAte jAtam 1300/ taTA %dvitIya--vAram
   39/ 60/ anayos ghāte jātam 2340/ [tathā 25/ 52 anayos ghāte jātam 1300/]	39/ 60/ anayoH GAte jAtam 2340/ [taTA 25/ 52 anayoH GAte jAtam 1300/]
   ghātayos %dvayos aikyam 3640/ bhuja-pratibhujayos 52/ 39 ghātas	GAtayoH %dvayoH Ekyam 3640/ Buja--pratiBujayoH 52/ 39 GAta-s
   2028/ paścāt 25/ 60 anayos vadhas 1500/ tayos aikyam 3528/ anena aikyena	2028/ paScAt 25/ 60 anayoH vaDaH 1500/ tayoH Ekyam 3528/ anena Ekyena
   3640 guṇitam jātam pūrva-aikyam 12841920/	3640 guNitam jAtam pUrva--Ekyam 12841920/
   %prathama-karṇa-āśrita-bhuja-ghāta-aikyena 4095 bhaktam labdham 3136/ asya	%praTama--karNa--ASrita--Buja-GAta-Ekyena 4095 Baktam labDam 3136/ asya
   mūlam 56 %eka-karṇas/ tathā %dvitīya-karṇa-artham	mUlam 56 %eka-karNas/ taTA %dvitIya--karNa--arTam
   %prathama-karṇa-āśrita-bhuja-ghāta-aikyam 4095	%praTama--karNa--ASrita--Buja-GAta--Ekyam 4095
   bhuja-pratibhuja-vadha-yoga-3528-guṇitam jātam 14447160/	Buja--pratiBuja--vaDa--yoga--3528--guNitam jAtam 14447160/
   anya-karṇa-āśrita-ghāta-aikyena 3640 bhaktam labdham 3969/ asya mūlam 63	anya-karNa--ASrita-GAta-Ekyena 3640 Baktam labDam 3969/ asya mUlam 63
   %dvitīyas karṇas// asmin viṣaye kṣetra-karṇa-sādhanam/ asya	%dvitIyaH karNas// asmin vizaye kzetra--karNa--sADanam/ asya
   karṇa-ānayanasya prakriyā-gauravam laghu-prakriyā-darśana-dvāreṇa āha/	karNa--Anayanasya prakriyA--gOravam laGu--prakriyA-darSana-dvAreNa Aha/
   Lil_189a/ abhīṣṭa-jātya-%dvaya-bāhu-koṭayas parasparam karṇa-hatās bhujās	Lit-_189a/ aBIzwa--jAtya-%-dvaya-bAhu--kowayaH parasparam karNa-hatAH BujAH-
   iti/	iti/
   Lil_189c/ %catur-bhujam yat viṣamam prakalpitam śrutī tu tatra	Lit-_189c/ %catur-Bujam yat vizamam prakalpitam SrutI tu tatra
   %tri-bhuja-%dvayāt tatas//	%tri-Buja-%-dvayAt tatas//
   Lil_190a/ bāhvos vadhas koṭi-vadhena yuk @syāt ekā śrutis	Lit-_190a/ bAhvoH vaDaH kowi--vaDena yuj @syAt ekA Sruti-s
   koṭi-bhujā-vadha-aikyam/	kowi-BujA--vaDa-Ekyam/
   Lil_190c/ anyā laghau sati api sādhane asmin pūrvais kṛtam yat guru tat na	Lit-_190c/ anyA laGO sati api sADane asmin pUrvEH kRtam yat guru tat na
   @vidmas//	@vidmas//
   Lil_190p/ jātya-kṣetra-%dvayam/ nyāsas [fig.17][/] etayos	Lit-_190p/ jAtya-kzetra--%dvayam/ nyAsaH [fig.17][/] etayoH-
   itaretara-karṇa-hatās bhujās koṭayas itareta-karṇa-hatās koṭayas bhujās	itaretara--karNa--hatAH BujAH kowayaH itareta-karNa--hatAH kowayaH BujAH-
   iti kṛte jātam 25/ 60/ 52/ 39/ teṣām mahatī bhūs laghu mukham itarau bāhū	iti kRte jAtam 25/ 60/ 52/ 39/ tezAm mahatI BUH laGu muKam itarO bAhU
   iti @prakalpya kṣetra-darśanam/ [fig. lost] imau karṇau mahatā āyāsena	iti @prakalpya kzetra-darSanam/ [fig. lost] imO karNO mahatA AyAsena
   ānītau 63/ 56/ asya eva jātya-%dvayasya uttara-uttara-bhuja-koṭyos ghātau	AnItO 63/ 56/ asya eva jAtya-%-dvayasya uttara-uttara--Buja--kowyoH GAtO
   jātau	jAtO
   36/ 20/ anayos aikyam %ekas karṇas 56/ bāhvos 3/ 5/ koṭyos ca 4/ 12/	36/ 20/ anayoH Ekyam %ekaH karNaH 56/ bAhvoH 3/ 5/ kowyoH ca 4/ 12/
   ghātau 15/ 48/ anayos aikyam anyas karṇas 63/ evam śrutī @syātām/ evam	GAtO 15/ 48/ anayoH Ekyam anyaH karNaH 63/ evam SrutI @syAtAm/ evam
   sukhena @jñāyate// atha yadi pārśva-bhuja-mukhayos vyatyayam @kṛtvā	suKena @jQAyate// aTa yadi pArSva-Buja--muKayoH vyatyayam @kRtvA
   nyastam kṣetram/ nyāsas/ [fig.18] tadā jātya-%dvaya-karṇayos vadhas 65	nyastam kzetram/ nyAsas/ [fig.18] tadA jAtya-%-dvaya--karNayoH vaDaH 65
   %dvitīya-karṇas// atha sūcī-kṣetra-udāharaṇam/ [fig.19]	%dvitIya-karNas// aTa sUcI-kzetra--udAharaNam/ [fig.19]
   Lil_191a/ kṣetre yatra %śata-%trayam 300 kṣiti-mitis	Lit-_191a/ kzetre yatra %Sata-%-trayam 300 kziti-mitis
   #tattva-#indu-125-tulyam mukham/	#tattva-#indu--125--tulyam muKam/
   Lil_191b/ bāhū #kha-#utkṛtibhis 260 #śara-#atidhṛtibhis 195 tulyau ca	Lit-_191b/ bAhU #Ka-#utkRtiBiH 260 #Sara--#ati-DRtiBiH 195 tulyO ca
   tatra śrutī/	tatra SrutI/
   Lil_191c/ %ekā #kha-%aṣṭa-#yamais 280 samā #tithi-#guṇais 315 anyā atha	Lit-_191c/ %ekA #Ka-%azwa-#yamEH 280 samAH #tiTi--#guNEH 315 anyAH aTa
   tad-lambakau[/]	tad--lambakO[/]
   Lil_191d/ tulyau #go-#dhṛtibhis 189 tathā #jina-#yamais 224 yogāt	Lit-_191d/ tulyO #go-#DRtiBiH 189 taTA #jina-#yamEH 224 yogAt-
   śravas-lambayos//	Srava-s-lambayos//
   Lil_192a/ tad-khaṇḍe @kathaya adhare śravaṇayos yogāt ca lamba-abadhe[/]	Lit-_192a/ tad--KaNxe @kaTaya aDare SravaNayoH yogAt ca lamba-a-baDe[/]
   Lil_192b/ tad-sūcī nija-mārga-vṛddha-bhujayos yogāt yathā @syāt tatas/	Lit-_192b/ tad--sUcI nija--mArga--vRdDa--BujayoH yogAt yaTA @syAt tatas-/
   Lil_192c/ sa-ābādham @vada lambakam ca bhujayos sūcyās pramāṇe ca ke[/]	Lit-_192c/ sa--AbADam @vada lambakam ca BujayoH sUcyAH pramANe ca ke[/]
   Lil_192d/ sarvam gāṇitika @pracakṣva nitarām kṣetre atra dakṣas @asi ced//	Lit-_192d/ sarvam gANitika @pracakzva nitarAm kzetre atra dakzaH @asi ced-//
   Lil_192p/ atha saṃdhi-ādi-ānayanāya karaṇa-sūtram vṛtta-%dvayam/	Lit-_192p/ aTa saMDi--Adi--a-AnayanAya karaNa-sUtram vRtta-%-dvayam/
   Lil_193a/ lamba-tad-āśrita-bāhvos madhyam saṃdhi-ākhyam asya lambasya/	Lit-_193a/ lamba--tad-a-ASrita--bAhvoH maDyam saMDi-a-AKyam asya lambasya/
   Lil_193c/ saṃdhi-ūnā bhūs pīṭham sādhyam yasya adharam khaṇḍam//	Lit-_193c/ saMDi-UnA BUH pIWam sADyam yasya aDaram KaNxam//
   Lil_194a/ saṃdhis dviṣṭhas para-lamba-śravaṇa-hatas parasya pīṭhena/	Lit-_194a/ saMDiH dvizWaH para-lamba--SravaNa--hataH parasya pIWena/
   Lil_194c/ bhaktas lamba-śrutyos yogāt @syātām adhas-khaṇḍe//	Lit-_194c/ BaktaH lamba--SrutyoH yogAt @syAtAm aDas-KaNxe//
   Lil_194p/ lambas 189/ tad-āśrita-bhujas 195/ anayos madhye yat	Lit-_194p/ lambaH 189/ tad--ASrita-BujaH 195/ anayoH maDye yat-
   lamba-lamba-āśrita-bāhu-varga-iti-ādinā āgatā ābādhā saṃdhi-saṃjñā 48/	lamba--lamba-a-ASrita-bAhu--varga--iti--AdinA AgatAH AbADA saMDi--saMjQA 48/
   tad-ūnita-bhūs iti %dvitīyā ābādhā sā pīṭha-saṃjñā 252/ evam	tad--Unita-BUH iti %dvitIyA AbADA sA pIWa--saMjQA 252/ evam
   %dvitīya-lambas 224/ tad-āśrita-bhujas 260[/] pūrva-vat saṃdhis 132/	%dvitIya--lambaH 224/ tad--ASrita--BujaH 260[/] pUrva-vat saMDiH 132/
   pīṭham 168// atha ādya-lambasya 189 adhas-khaṇḍam sādhyam/ asya saṃdhis	pIWam 168// aTa Adya--lambasya 189 aDas-KaNxam sADyam/ asya saMDis
   48/ %dvi-sthas 48/	48/ %dvi-sTaH 48/
   para-lambena 224/ śravaṇena ca 280/ pṛthak guṇitas 10752/ 13440/ parasya	para--lambena 224/ SravaNena ca 280/ pRTak guNitaH 10752/ 13440/ parasya
   pīṭhena 168 bhaktas labdham lamba-adhas-khaṇḍam 64/ śravaṇa-adhas-khaṇḍam	pIWena 168 BaktaH labDam lamba--aDas-KaNxam 64/ SravaNa--aDa-s-KaNxam
   ca 80/ evam %dvitīya-lambasya 224/ saṃdhis 132/ para-lambena 189/ karṇena	ca 80/ evam %dvitIya--lambasya 224/ saMDiH 132/ para--lambena 189/ karNena
   ca 315/ pṛthak guṇitas parasya pīṭhena 252 bhaktas labdham	ca 315/ pRTak guNitaH parasya pIWena 252 BaktaH labDam
   lamba-adhas-khaṇḍam 99/ śravaṇa-adhas-khaṇḍam ca 165// atha karṇayos yogāt	lamba--aDas-KaNxam 99/ SravaNa--aDa-s-KaNxam ca 165// aTa karNayoH yogAt-
   adhas-lamba-jñāna-artham sūtram vṛttam/	aDas-lamba--jQAna--arTam sUtram vRttam/
   Lil_195a/ lambau bhū-ghnau nija-nija-pīṭha-vibhaktau ca vaṃśau @stas/	Lit-_195a/ lambO BU--GnO nija--nija--pIWa--viBaktO ca vaMSO @stas/
   Lil_195c/ tābhyām prāk-vat śrutyos yogāt lambas ku-khaṇḍe ca//	Lit-_195c/ tAByAm prAk---vat SrutyoH yogAt lambaH ku-KaNxe ca//
   Lil_195p/ lambau 189/ 224/ bhū-300-ghnau jātau 56700/ 67200/	Lit-_195p/ lambO 189/ 224/ BU-300-GnO jAtO 56700/ 67200/
   sva-sva-pīṭhābhyām 252/ 168 bhaktau/ evam atra labdhau vaṃśau 225/ 400/	sva--sva--pIWAByAm 252/ 168 BaktO/ evam atra labDO vaMSO 225/ 400/
   ābhyām anyonya-mūla-agra-ga-sūtra-yogāt iti-ādi-karaṇena labdhas	AByAm anyonya--mUla-agra--ga-sUtra-yogAt iti-Adi--karaNena labDas
   karṇa-yogāt adhas-lambas 144/ bhū-khaṇḍe ca 108/ 192// atha	karNa-yogAt aDas-lambaH 144/ BU-KaNxe ca 108/ 192// aTa
   sūcī-ābādhā-lamba-bhuja-jñāna-artham sūtram vṛtta-%trayam/	sUcI-AbADa-a-lamba-Buja--jQAna--arTam sUtram vRtta-%-trayam/
   Lil_196a/ lamba-hṛtas nija-saṃdhis para-lamba-guṇas sama-āhvayas jñeyas/	Lit-_196a/ lamba--hRtaH nija--saMDiH para-lamba-guNaH sama-AhvayaH jQeyas/
   Lil_196c/ sama-para-saṃdhyos aikyam hāras tena uddhṛtau tau ca//	Lit-_196c/ sama-para--saMDyoH Ekyam hAraH tena udDRtO tO ca//
   Lil_197a/ sama-para-saṃdhī bhū-ghnau sūcī-ābādhe pṛthak @syātām/	Lit-_197a/ sama-para--saMDI BU--GnO sUcI-AbADe pRTak @syAtAm/
   Lil_197c/ hāra-hṛtas para-lambas sūcī-lambas @bhavet bhū-ghnas//	Lit-_197c/ hAra-hRtaH para--lambas sUcI-lambaH @Bavet BU--Gna-s//
   Lil_198a/ sūcī-lamba-ghna-bhujau nija-nija-lamba-uddhṛtau bhujau sūcyās/	Lit-_198a/ sUcI-lamba--Gna--BujO nija--nija--lamba--udDRtO BujO sUcyAs/
   Lil_198c/ evam kṣetra-kṣodas prājñais trairāśikāt @kriyate//	Lit-_198c/ evam kzetra-kzodaH prAjQEH trErASikAt @kriyate//
   Lil_198p/ atra kila ayam lambas 224/ asya saṃdhis 132/ ayam para-lambena	Lit-_198p/ atra kila ayam lambaH 224/ asya saMDiH 132/ ayam para--lambena
   189 guṇitas 224 anena bhaktas jātas sama-āhvayas 891_8/ asya para-saṃdhes	189 guNitaH 224 anena BaktaH jAtaH sama-AhvayaH 891_8/ asya para-saMDeH-
   ca 48/ yogas hāras 1275_8/ anena bhū-ghnas 300 samas 267300_8 para-saṃdhis	ca 48/ yogaH hAraH 1275_8/ anena BU-GnaH 300 samaH 267300_8 para-saMDis
   ca 14400_1/ bhaktas jāte sūcī-ābādhe 3564_17/ 1536_17/ evam	ca 14400_1/ BaktaH jAte sUcI-AbADe 3564_17/ 1536_17/ evam
   %dvitīya-sama-āhvayas 512_9/ %dvitīyas hāras 1700_9/ anena bhū-ghnas	%dvitIya--sama-AhvayaH 512_9/ %dvitIyaH hAraH 1700_9/ anena BU--Gna-s
   svīyas	svIyas
   samas 153600_9/ para-saṃdhis ca 39600_1/ bhaktas jāte sūcī-ābādhe 1536_17/	samaH 153600_9/ para-saMDiH ca 39600_1/ BaktaH jAte sUcI-AbADe 1536_17/
   3564_17/ [āpaṭe: jāta < jāte] para-lambas 224/ bhūmi-300-guṇas hāreṇa	3564_17/ [Apawe: jAtaH < jAte] para-lambaH 224/ BUmi-300-guNaH hAreNa
   1700_9 bhaktas jātas sūcī-lambas 6048_17/ sūcī-lambena bhujau 195/ 260	1700_9 BaktaH jAtaH sUcI-lambaH 6048_17/ sUcI-lambena BujO 195/ 260
   guṇitau sva-sva-lambābhyām 189/ 224 yathā-kramam bhaktau jātau	guNitO sva--sva--lambAByAm 189/ 224 yaTA-kramam BaktO jAtO
   sva-mārga-vṛddhau sūcī-bhujau 6240_17[/] 7020_17/ evam atra sarvatra	sva--mArga--vRdDO sUcI-BujO 6240_17[/] 7020_17/ evam atra sarvatra
   bhāga-hāra-rāśi-pramāṇam/ guṇya-guṇakau tu yathā-yogyam phala-icche	BAga-hAra--rASi--pramANam/ guNya--guNakO tu yaTA-yogyam Pala--icCe
   @prakalpya sudhiyā trairāśikam ūhyam// atha vṛtta-kṣetre karaṇa-sūtram	@prakalpya suDiyA trErASikam Uhyam// aTa vRtta-kzetre karaNa-sUtram
   vṛttam/	vRttam/
   Lil_199a/ vyāse #bha-#nanda-#agni-3927-hate vibhakte #kha-#bāṇa-#sūryais	Lit-_199a/ vyAse #Ba--#nanda--#agni-3927-hate viBakte #Ka-#bANa-#sUryEH-
   1250 paridhis sas sūkṣmas/ [śarma: susūkṣmas < sas sūkṣmas]	1250 pariDiH saH sUkzmas/ [Sarma: su-sUkzmaH < saH sUkzmas]
   Lil_199c/ %dvāviṃśati-22-ghne vihṛte atha #śailais 7 sthūlas atha vā @syāt	Lit-_199c/ %dvAviMSati--22-Gne vihRte aTa #SElEH 7 sTUlaH aTa vA @syAt-
   vyavahāra-yogyas//	vyavahAra--yogya-s//
   Lil_199p/ udāharaṇam/	Lit-_199p/ udAharaNam/
   Lil_200a/ viṣkambha-mānam kila %sapta 7 yatra tatra pramāṇam paridhes	Lit-_200a/ vizkamBa-mAnam kila %sapta 7 yatra tatra pramANam pariDes
   @pracakṣva/	@pracakzva/
   Lil_200c/ %dvāviṃśatis 22 yad-paridhi-pramāṇam tad-vyāsa-saṃkhyām ca sakhe	Lit-_200c/ %dvAviMSatiH 22 yat--pariDi-pramANam tad--vyAsa--saMKyAm ca saKe
   @vicintya//	@vicintya//
   Lil_200p/ nyāsas/ vyāsa-mānam 7/ labdham paridhi-mānam 21_1239_1250/	Lit-_200p/ nyAsas/ vyAsa-mAnam 7/ labDam pariDi-mAnam 21_1239_1250/
   [fig.20] sthūlas vā paridhis labdhas 22// atha vā paridhi-tas	[fig.20] sTUlaH vA pariDiH labDaH 22// aTa vA pariDi-tas
   vyāsa-ānayanāya nyāsas/ [paridhi-mānam 22/] guṇa-hāra-viparyayeṇa	vyAsa-A-AnayanAya nyAsas/ [pariDi-mAnam 22/] guNa-hAra--viparyayeNa
   vyāsa-mānam sūkṣmam 7_11_3927[/] sthūlam vā 7// vṛtta-golayos	vyAsa-mAnam sUkzmam 7_11_3927[/] sTUlam vA 7// vRtta-golayoH-
   phala-ānayane karaṇa-sūtram vṛttam/	Pala--Anayane karaNa-sUtram vRttam/
   Lil_201a/ vṛtta-kṣetre paridhi-guṇita-vyāsa-pādas phalam yat kṣuṇṇam	Lit-_201a/ vRtta-kzetre pariDi--guNita--vyAsa--pAdaH Palam yat kzuNNam
   vedais upari paritas kandukasya iva jālam/ [āpaṭe: -kṣetra < -kṣetre]	vedEH upari paritas kandukasya iva jAlam/ [a-Apawe: -kzetra < -kzetre]
   Lil_201c/ golasya evam tat api ca phalam pṛṣṭha-jam vyāsa-nighnam %ṣaḍbhis	Lit-_201c/ golasya evam tat api ca Palam pRzWa-jam vyAsa--niGnam %zaxBiH-
   bhaktam @bhavati niyatam gola-garbhe ghana-ākhyam//	Baktam @Bavati niyatam gola--garBe Gana-AKyam//
   Lil_201p/ udāharaṇam/	Lit-_201p/ udAharaNam/
   Lil_202a/ yad-vyāsas #turagais mitas kila phalam kṣetre same tatra kim	Lit-_202a/ yad-vyAsaH #turagEH mitaH kila Palam kzetre same tatra kim
   vyāsas %sapta-mitas ca yasya sumate golasya tasya api kim/	vyAsaH %sapta-mitas ca yasya sumate golasya tasya api kim/
   Lil_202c/ pṛṣṭhe kanduka-jāla-saṃnibha-phalam golasya tasya api kim madhye	Lit-_202c/ pRzWe kanduka-jAla--saMniBa--Palam golasya tasya api kim maDye
   @brūhi ghanam phalam ca vimalām ced @vetsi līlāvatīm//	@brUhi Ganam Palam ca vimalAm ced @vetsi lIlAvatIm//
   Lil_202p/ vṛtta-kṣetra-phala-darśanāya nyāsas/ [fig.22] vyāsas 7/ paridhis	Lit-_202p/ vRtta-kzetra--Pala--darSanAya nyAsas/ [fig.22] vyAsaH 7/ pariDis
   21_1239_1250/ [āpaṭe: 1250 < 1239] kṣetra-phalam 38_2423_5000/	21_1239_1250/ [a-Apawe: 1250 < 1239] kzetra-Palam 38_2423_5000/
   gola-pṛṣṭha-phala-darśanāya nyāsas/ [fig.23] vyāsas 7/ gola-pṛṣṭha-phalam	gola--pRzWa--Pala--darSanAya nyAsas/ [fig.23] vyAsaH 7/ gola--pRzWa--Palam
   153_1173_1250/ gola-antar-gata-ghana-phala-darśanāya nyāsas/ [fig.24]	153_1173_1250/ gola-antar--gata--Gana--Pala--darSanAya nyAsas/ [fig.24]
   vyāsas 7/ golasya antar-gatam ghana-phalam 179_1487_2500// atha	vyAsaH 7/ golasya antar--gatam Gana-Palam 179_1487_2500// aTa
   prakāra-antareṇa	prakAra-antareNa
   tad-phala-ānayane karaṇa-sūtram sa-%ardha-vṛttam/	tad--Pala--Anayane karaNa-sUtram sa-%arDa-vRttam/
   Lil_203a/vyāsasya varge #bha-%nava-#agni-nighne sūkṣmam phalam	Lit-_203a/vyAsasya varge #Ba-%nava--#agni-niGne sUkzmam Palam
   %pañca-%sahasra-bhakte/	%paQca-%-sahasra--Bakte/
   Lil_203c/ #rudra-āhate #śakra-hṛte atha vā @syāt sthūlam phalam tat	Lit-_203c/ #rudra--A-hate #Sakra--hRte aTa vA @syAt sTUlam Palam tat-
   vyavahāra-yogyam//	vyavahAra--yogyam//
   Lil_203e/ ghanī-kṛta-vyāsa-#dalam nija-%ekaviṃśa-aṃśa-yuk gola-ghanam	Lit-_203e/ GanI-kRta--vyAsa-#dalam nija-%ekaviMSa-aMSa--yuj gola-Ganam
   phalam @syāt//	Palam @syAt//
   Lil_203p/ śara-jīva-ānayanāya karaṇa-sūtram sa-%ardha-vṛttam/	Lit-_203p/ Sara-jIva--AnayanAya karaNa-sUtram sa-%arDa-vRttam/
   Lil_204a/ jyā-vyāsa-yoga-antara-ghāta-mūlam vyāsas tad-ūnas dalitas śaras	Lit-_204a/ jyA--vyAsa--yoga-antara-GAta--mUlam vyAsaH tad--UnaH dalitaH Saras
   @syāt/	@syAt-/
   Lil_204c/ vyāsāt śara-ūnāt śara-saṃguṇāt ca mūlam %dvi-nighnam @bhavati	Lit-_204c/ vyAsAt Sara--UnAt Sara--saMguNAt ca mUlam %dvi--niGnam @Bavati
   iha jīvā/	iha jIvA/
   Lil_204e/ jīvā-%ardha-varge śara-bhakta-yukte vyāsa-pramāṇam @pravadanti	Lit-_204e/ jIva-a-%arDa--varge Sara--Bakta--yukte vyAsa--pramANam @pravadanti
   vṛtte//	vRtte//
   Lil_204p/ udāharaṇam/	Lit-_204p/ udAharaNam/
   Lil_205a/ %daśa-vistṛti-vṛtta-antar yatra jyā %ṣaṣ-mitā sakhe/	Lit-_205a/ %daSa-vistRti--vRtta--antar yatra jyA %zaz--mitA saKe/
   Lil_205c/ tatra iṣum @vada bāṇāt jyām jyā-bāṇābhyām ca vistṛtim//	Lit-_205c/ tatra izum @vada bANAt jyAm jyA-bANAByAm ca vistRtim//
   Lil_205p/ nyāsas/ [fig.25] vyāsas 10/ jyā 6/ yogas 16/ antaram 4/ ghātas	Lit-_205p/ nyAsas/ [fig.25] vyAsaH 10/ jyA 6/ yogaH 16/ antaram 4/ GAta-s
   64/ mūlam 8/ etad-ūnas vyāsas 2/ dalitas 1/ jātas śaras 1/ vyāsāt 10/	64/ mUlam 8/ etat--UnaH vyAsaH 2/ dalitaH 1/ jAtaH SaraH 1/ vyAsAt 10/
